Event Time,Facets Product ID,Effective Date,User ID,Response Time (Seconds),Retry Count,Question,Answer,Feedback Type,Feedback Reason Code,Feedback Additional Comments
2026-05-28T15:27:55.305Z,MJ008534,20260101,kgarci01,23,0,E0601 benefits,"HCPCS E0601 (CPAP device) would be covered under this plan’s Durable Medical Equipment (DME) benefit (as “medical equipment/supplies”). In-network, the member pays 35% coinsurance (not subject to the medical deductible). Out-of-network, the member pays 50% coinsurance and it is subject to the out-of-network deductible.",,,
2026-05-28T15:27:21.989Z,ML002185,20260101,mcarri07,74,0,maternity benefits,"For this PPO plan, pregnancy and maternity care are covered, including prenatal/postnatal visits, delivery (facility + professional services), and newborn services. Many maternity-related services are No Charge in-network (like prenatal/postnatal visits), while delivery-related services are typically 20% coinsurance in-network (and often subject to the medical deductible for inpatient facility charges).",,,
2026-05-28T15:25:50.927Z,ML002169,20260101,calamb01,76,0,prescription benefits,"For this PPO plan, outpatient prescription drugs are covered when filled at a Participating (in-network) pharmacy with copays for Tier 1–3 and 20% coinsurance for Tier 4 (with a per-prescription maximum). Retail 90-day supplies are not covered under this plan’s Rx benefit.",,,
2026-05-28T15:23:43.604Z,MI011317,20260101,nagojo01,15,0,do i need to get a referral from pcp if i am going to see an orthopedist,"Yes—on this HMO plan, a PCP referral is usually required to see a specialist like an orthopedist. The main exception in the plan document is for Trio+ Specialist visits, which do not require a referral.",,,
2026-05-28T15:23:12.030Z,ML002187,20260101,mbelo01,47,0,In-network benefits for Outpatient physical therapy and for a facility billing,"For in-network outpatient physical therapy, the cost is a $60 copay per visit and it is not subject to the medical deductible. For in-network facility-billed outpatient physical therapy (outpatient facility/hospital outpatient), it is also a $60 copay per visit and not subject to the medical deductible.",,,
2026-05-28T15:22:43.057Z,ML002184,20260101,jbraga01,31,0,What is the copayment or cost to see a nacuropathic doctor?,"A naturopathic doctor visit isn’t listed by name in the plan, but it would most closely map to an “Other practitioner office visit.” For in-network, the cost is a $5 copay per visit. For out-of-network, it’s 50% coinsurance and subject to the out-of-network deductible.",,,
2026-05-28T15:21:31.991Z,ML002169,20260101,calamb01,40,0,Continuous Glucose Monitoring benefits,"Continuous glucose monitoring (CGM) is covered under this plan’s Durable Medical Equipment (DME) / glucose monitor benefit and also aligns with the plan’s Diabetes Care (equipment/testing supplies) benefits. In-network, these are covered at 20% coinsurance; out-of-network they are typically 50% coinsurance and subject to the out-of-network deductible.",,,
2026-05-28T15:15:17.651Z,ML002175,20260101,kgambo01,73,0,procidure in broken bone in spine,"A procedure to treat a broken bone in the spine (e.g., a spinal fracture repair) would generally process under surgery/procedure benefits, and the cost share depends on where it’s done (inpatient hospital vs. outpatient hospital vs. ambulatory surgery center). Based on this plan, in-network surgery typically has 30% coinsurance (sometimes subject to the medical deductible), while out-of-network is typically 50% coinsurance and may include a maximum payable amount per day. [5][7][8][9]",,,
2026-05-28T15:06:23.095Z,ML002187,20260101,megnal01,66,0,Is telehealth covered for occupational therapy for this patient?,"Occupational therapy (OT) is covered, but the plan document does not explicitly confirm whether OT sessions are covered when delivered via telehealth. If the question is about Teladoc (general medical telehealth), that is covered in-network at no charge, but it is not the same as OT therapy visits.",,,
2026-05-28T13:45:07.877Z,MG011314,20240101,HGAEDE01,80,0,What is my copayment for prescription drugs?,"For this plan’s outpatient prescription drugs, the copay depends on the drug’s tier and where it’s filled (retail vs. mail service). Retail 30-day copays are $15 (Tier 1), $60 (Tier 2), $85 (Tier 3), and 20% coinsurance (Tier 4); retail 90-day is not covered. Mail service 90-day copays are $45 (Tier 1), $180 (Tier 2), $255 (Tier 3), and 20% coinsurance (Tier 4).",,,
2026-05-28T13:43:18.535Z,MG011314,20240101,HGAEDE01,24,0,"If I'm traveling outside of CA, do I have coverage?","Yes—this HMO plan provides limited coverage outside of California, generally restricted to Emergency Services, Urgent Services, and Out-of-Area Follow-up Care. Other routine/non-urgent services outside the Plan Service Area are not covered unless prior authorized.",,,
2026-05-28T12:03:45.487Z,M0042164,20260101,manand04,261,1,"I have a child, can I use my insurance for their dental services? She?s 2.","Yes — this plan includes pediatric dental benefits for a dependent child, and coverage is available through the end of the month the child turns 19 [1]. Your 2-year-old can use these dental benefits as long as services are received under the plan’s pediatric dental benefit and network rules [1].",,,
2026-05-30T03:07:07.127Z,ML002168,20260101,adeama01,55,0,BENEFITS FOR TIER 1 RETAIL,"For Tier 1 Retail (30-day supply), the in-network cost share is $9 per prescription. Out-of-network (non-participating) pharmacy claims are not covered under this plan’s outpatient prescription drug benefit.",,,
2026-05-30T01:44:18.135Z,ML002185,20260101,mpronc01,29,0,is cpap machine covered and how much is the copay,"Yes—CPAP is covered under Durable Medical Equipment (DME) (it falls under “oxygen and respiratory equipment”). The plan does not use a copay for DME; instead, it’s 15% coinsurance in-network (and 50% coinsurance out-of-network, after the out-of-network deductible).",,,
2026-05-30T01:32:27.593Z,MI011317,20260101,aaroja01,48,0,what are the prenatal services covered?,"Prenatal services are covered under the Pregnancy and Maternity Care benefit, including prenatal visits (no charge), ultrasounds (typically $30 copay per visit), and California Prenatal Screening Program (no charge) when provided by a Participating (in-network) provider. Delivery and newborn-related facility/professional services are also covered, with the hospital stay subject to a $225/day copay (up to 5 days per admission).",,,
2026-05-30T01:30:50.096Z,MI011317,20260101,aaroja01,49,0,pre-natal coverage,"For prenatal care under this Blue Shield Platinum 90 Trio HMO, routine prenatal (pre/postnatal) visits are covered at No Charge when provided by an in-network (HMO Provider). Delivery-related facility costs have a $225 per day copay (up to 5 days per admission), and many related professional services (physician/anesthesia) are No Charge in-network.",,,
2026-05-30T01:19:39.272Z,MI011324,20260101,fgerun01,65,0,What is my copayment for prescription drugs?,"For this plan, standard retail (30-day) prescription drugs have copays by tier ($8 / $25 / $45) and Tier 4 is 15% coinsurance (with a per-prescription maximum). Retail 90-day supply is not covered for non-contraceptive drugs, but mail order (90-day) is available with its own tier pricing ($24 / $75 / $135 / 15%).",,,
2026-05-30T01:18:49.409Z,MK002186,20250101,bvelas01,15,0,what's the out of pocket maximum used of member?,"I couldn't find the Member’s current out-of-pocket maximum (OOPM) amount used/accumulated in the information provided (there’s no member accumulator data in the current plan document). The plan’s OOPM limits are $6,100 Individual / $12,200 Family in-network, and $25,000 Individual / $50,000 Family out-of-network.",,,
2026-05-30T01:08:17.210Z,MK002186,20250101,bvelas01,25,0,Malignant neoplasm of unspecified site of right female breast benefit?,"A diagnosis by itself (e.g., “malignant neoplasm of unspecified site of right female breast”) doesn’t have a standalone “benefit.” Coverage and member cost share depend on the specific services being billed (office visits, imaging, surgery, radiation/chemo, inpatient stay, etc.) and the place of service/network. The plan generally covers services when they are Medically Necessary.",,,
2026-05-30T01:07:00.537Z,MK002186,20250101,bvelas01,53,0,injection for cancer treatment benefit,"For cancer treatment injections (including chemotherapy drugs administered in a provider’s office or outpatient facility), this plan generally covers the professional injection/chemo service at 30% coinsurance in-network. If performed in an outpatient hospital/infusion center, there may also be a separate facility charge (also 30% coinsurance in-network).",,,
2026-05-30T01:05:43.566Z,MK002186,20250101,bvelas01,20,0,cancer benefit?,"“Cancer benefit” is too broad to quote a single benefit, because cancer-related care can fall under different plan benefits (e.g., chemotherapy/radiation, surgery, imaging, lab work, inpatient hospitalization, or prescription drugs). Which specific cancer service (and where it’s being done) are you trying to price?",,,
2026-05-30T01:02:26.854Z,MJ008534,20260101,eorteg05,54,0,copay for surgery,"For this Silver 1750 PPO, surgery is generally covered with coinsurance (not a flat copay), and the cost depends on where the surgery is performed (inpatient vs. outpatient, and hospital vs. ambulatory surgery center). In-network surgery is subject to the $1,750 individual / $3,500 family medical deductible, then typically 25%–35% coinsurance depending on setting.",,,
2026-05-30T01:02:26.849Z,MH014321,20250101,ncatay01,44,0,RADIATION THERAPHY,"Radiation therapy is covered under the plan’s Professional (physician) services and may also include Outpatient hospital facility charges, depending on where it’s performed. In-network costs are generally 30% coinsurance for both the professional and facility components, while out-of-network is generally 50% coinsurance (and the provider may balance bill).",,,
